id,department,department_id,amount,date,month,day,category,vendor,description,is_anomaly,anomaly_type
TXN-00528,Urban Development,DEPT-006,11.9,2025-12-20,12,20,infrastructure,Vendor-050,Regular departmental expenditure,False,none
TXN-01049,Primary Education - Pune,DEPT-012,1.28,2025-10-22,10,22,capital,Vendor-018,Regular departmental expenditure,False,none
TXN-00723,Women & Child Development,DEPT-008,7.83,2025-05-09,5,9,capital,Vendor-011,Regular departmental expenditure,False,none
TXN-00221,Road Transport & Highways,DEPT-003,15.25,2025-10-16,10,16,revenue,Vendor-007,Regular departmental expenditure,False,none
TXN-00345,Agriculture & Farmers,DEPT-004,8.63,2025-12-11,12,11,salaries,Vendor-047,Regular departmental expenditure,False,none
TXN-00491,Urban Development,DEPT-006,20.65,2025-09-09,9,9,infrastructure,Vendor-046,Regular departmental expenditure,False,none
TXN-00508,Urban Development,DEPT-006,16.0,2025-12-02,12,2,revenue,Vendor-034,Regular departmental expenditure,False,none
TXN-00429,Rural Development,DEPT-005,4.64,2025-07-04,7,4,subsidies,Vendor-038,Regular departmental expenditure,False,none
TXN-00153,Education,DEPT-002,17.08,2025-04-07,4,7,infrastructure,Vendor-026,Regular departmental expenditure,False,none
TXN-00001,Health & Family Welfare,DEPT-001,25.64,2025-11-21,11,21,revenue,Vendor-019,Regular departmental expenditure,False,none
TXN-00702,Women & Child Development,DEPT-008,12.41,2025-07-21,7,21,grants,Vendor-018,Regular departmental expenditure,False,none
TXN-01059,Primary Education - Pune,DEPT-012,3.91,2025-07-18,7,18,revenue,Vendor-007,Regular departmental expenditure,False,none
TXN-00344,Agriculture & Farmers,DEPT-004,14.19,2025-11-11,11,11,subsidies,Vendor-001,Regular departmental expenditure,False,none
TXN-00893,Public Works - Mumbai,DEPT-010,15.83,2025-05-17,5,17,subsidies,Vendor-013,Regular departmental expenditure,False,none
TXN-00146,Education,DEPT-002,19.39,2025-12-26,12,26,capital,Vendor-047,Regular departmental expenditure,False,none
TXN-00771,Public Works - Pune,DEPT-009,4.49,2025-10-10,10,10,revenue,Vendor-038,Regular departmental expenditure,False,none
TXN-00834,Public Works - Mumbai,DEPT-010,2.81,2025-08-03,8,3,salaries,Vendor-046,Regular departmental expenditure,False,none
TXN-00902,Public Works - Mumbai,DEPT-010,4.27,2025-08-23,8,23,subsidies,Vendor-030,Regular departmental expenditure,False,none
TXN-00550,Urban Development,DEPT-006,49.33,2025-07-28,7,28,revenue,Vendor-008,Bulk procurement - emergency purchase,True,spending_spike
TXN-01021,Primary Education - Pune,DEPT-012,8.62,2025-04-21,4,21,grants,Vendor-017,Regular departmental expenditure,False,none
TXN-00249,Road Transport & Highways,DEPT-003,33.29,2025-09-08,9,8,capital,Vendor-018,Regular departmental expenditure,False,none
TXN-00134,Education,DEPT-002,29.74,2025-09-28,9,28,revenue,Vendor-038,Regular departmental expenditure,False,none
TXN-00297,Agriculture & Farmers,DEPT-004,9.47,2025-05-04,5,4,capital,Vendor-035,Regular departmental expenditure,False,none
TXN-00058,Health & Family Welfare,DEPT-001,17.71,2025-08-24,8,24,salaries,Vendor-049,Regular departmental expenditure,False,none
TXN-00937,Public Works - Nagpur,DEPT-011,5.08,2025-12-10,12,10,infrastructure,Vendor-042,Regular departmental expenditure,False,none
TXN-00028,Health & Family Welfare,DEPT-001,31.31,2025-07-11,7,11,revenue,Vendor-028,Regular departmental expenditure,False,none
TXN-00629,Water Resources,DEPT-007,8.95,2025-05-14,5,14,infrastructure,Vendor-004,Regular departmental expenditure,False,none
